YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,MARRIAGE_TYPE,WEIGHTED_COUNT,UNWEIGHTED_N
1880,France,Switzerland,Married mother's origin (1st gen immigrant),20.03,2
1880,France,Switzerland,Married mother's origin (2nd gen),61.019999999999996,6
1880,France,Switzerland,Married someone sharing both heritages (2nd gen),19.66,2
1880,France,US-born,Married 3rd+ gen American,2366.85,254
1880,France,US-born,Married different origin (1st gen immigrant),381.21,40
1880,France,US-born,Married different origin (2nd gen),516.53,54
1880,France,US-born,Married mother's origin (1st gen immigrant),89.28,10
1880,France,US-born,Married mother's origin (2nd gen),183.42,21
1880,France,Wales,Married 3rd+ gen American,30.57,3
1880,France,Wales,Married father's origin (2nd gen),10.06,1
1880,France,West Indies,Married 3rd+ gen American,19.439999999999998,3
1880,France,West Indies,Married different origin (2nd gen),4.98,1
1880,France,West Indies,Married someone sharing both heritages (2nd gen),19.24,2
1880,Germany,Abroad/At Sea,Married different origin (2nd gen),10.91,1
1880,Germany,Abroad/At Sea,Married mother's origin (1st gen immigrant),10.91,1
1880,Germany,Abroad/At Sea,Married mother's origin (2nd gen),20.76,2
1880,Germany,Africa,Married 3rd+ gen American,5.11,1
1880,Germany,Africa,Married mother's origin (2nd gen),5.11,1
1880,Germany,Austria,Married 3rd+ gen American,30.25,3
1880,Germany,Austria,Married different origin (2nd gen),10.57,1
1880,Germany,Austria,Married mother's origin (1st gen immigrant),95.37,10
1880,Germany,Austria,Married mother's origin (2nd gen),120.49,12
1880,Germany,Austria,Married someone sharing both heritages (2nd gen),19.28,2
1880,Germany,Belgium,Married 3rd+ gen American,11.15,1
1880,Germany,Belgium,Married different origin (1st gen immigrant),19.990000000000002,2
1880,Germany,Belgium,Married different origin (2nd gen),10.25,1
1880,Germany,Belgium,Married mother's origin (1st gen immigrant),19.869999999999997,2
1880,Germany,Belgium,Married mother's origin (2nd gen),9.83,1
1880,Germany,Canada,Married 3rd+ gen American,79.51,8
1880,Germany,Canada,Married different origin (1st gen immigrant),30.21,3
1880,Germany,Canada,Married different origin (2nd gen),15.02,2
1880,Germany,Canada,Married father's origin (1st gen immigrant),10.35,1
1880,Germany,Canada,Married father's origin (2nd gen),5.31,1
1880,Germany,Canada,Married mother's origin (1st gen immigrant),19.979999999999997,2
1880,Germany,Canada,Married mother's origin (2nd gen),48.93,5
1880,Germany,China,Married different origin (2nd gen),4.96,1
1880,Germany,Czechoslovakia,Married different origin (1st gen immigrant),10.0,1
1880,Germany,Czechoslovakia,Married father's origin (1st gen immigrant),9.92,1
1880,Germany,Czechoslovakia,Married mother's origin (1st gen immigrant),24.93,3
1880,Germany,Czechoslovakia,Married mother's origin (2nd gen),20.11,2
1880,Germany,Denmark,Married 3rd+ gen American,66.27,7
1880,Germany,Denmark,Married different origin (1st gen immigrant),41.3,4
1880,Germany,Denmark,Married different origin (2nd gen),9.89,1
1880,Germany,Denmark,Married father's origin (1st gen immigrant),10.32,1
1880,Germany,Denmark,Married mother's origin (1st gen immigrant),99.24,11
1880,Germany,Denmark,Married mother's origin (2nd gen),60.04,6
1880,Germany,England,Married 3rd+ gen American,946.4,96
1880,Germany,England,Married different origin (1st gen immigrant),154.87,16
1880,Germany,England,Married different origin (2nd gen),94.29,10
1880,Germany,England,Married father's origin (1st gen immigrant),120.67,13
1880,Germany,England,Married father's origin (2nd gen),95.75,10
1880,Germany,England,Married mother's origin (1st gen immigrant),119.75999999999999,12
1880,Germany,England,Married mother's origin (2nd gen),116.38,12
1880,Germany,England,Married someone sharing both heritages (2nd gen),58.519999999999996,6
1880,Germany,Europe (unspecified),Married father's origin (1st gen immigrant),10.26,1
1880,Germany,Europe (unspecified),Married mother's origin (1st gen immigrant),20.0,2
1880,Germany,France,Married 3rd+ gen American,1374.16,139
1880,Germany,France,Married different origin (1st gen immigrant),364.69,38
1880,Germany,France,Married different origin (2nd gen),431.76,45
1880,Germany,France,Married father's origin (1st gen immigrant),219.97,22
1880,Germany,France,Married father's origin (2nd gen),220.06,24
1880,Germany,France,Married mother's origin (1st gen immigrant),1072.1299999999999,110
1880,Germany,France,Married mother's origin (2nd gen),1216.91,125
1880,Germany,France,Married someone sharing both heritages (2nd gen),269.95,27
1880,Germany,Germany,Married 3rd+ gen American,68231.98,6974
1880,Germany,Germany,Married different origin (1st gen immigrant),20767.63,2138
1880,Germany,Germany,Married different origin (2nd gen),23898.19,2442
1880,Germany,Germany,Married same origin (1st gen immigrant),101325.29,10273
1880,Germany,Germany,Married same origin (2nd gen),123870.70999999999,12539
1880,Germany,Hungary,Married mother's origin (1st gen immigrant),30.450000000000003,3
1880,Germany,Hungary,Married mother's origin (2nd gen),24.9,3
1880,Germany,Ireland,Married 3rd+ gen American,769.27,81
1880,Germany,Ireland,Married different origin (1st gen immigrant),109.09,11
1880,Germany,Ireland,Married different origin (2nd gen),146.94,15
1880,Germany,Ireland,Married father's origin (1st gen immigrant),39.730000000000004,4
1880,Germany,Ireland,Married father's origin (2nd gen),195.64,20
1880,Germany,Ireland,Married mother's origin (1st gen immigrant),70.73,7
1880,Germany,Ireland,Married mother's origin (2nd gen),114.36,12
1880,Germany,Ireland,Married someone sharing both heritages (2nd gen),39.94,4
1880,Germany,Italy,Married 3rd+ gen American,25.3,3
1880,Germany,Italy,Married different origin (1st gen immigrant),24.93,3
1880,Germany,Italy,Married different origin (2nd gen),19.759999999999998,2
1880,Germany,Italy,Married father's origin (1st gen immigrant),34.78,4
1880,Germany,Italy,Married mother's origin (1st gen immigrant),9.81,1
1880,Germany,Italy,Married mother's origin (2nd gen),10.04,1
1880,Germany,Liechtenstein,Married father's origin (2nd gen),9.89,1
1880,Germany,Luxembourg,Married different origin (1st gen immigrant),20.05,2
1880,Germany,Luxembourg,Married father's origin (1st gen immigrant),20.37,2
1880,Germany,Luxembourg,Married mother's origin (1st gen immigrant),35.2,4
1880,Germany,Luxembourg,Married mother's origin (2nd gen),10.04,1
1880,Germany,Mexico,Married 3rd+ gen American,5.01,1
1880,Germany,Mexico,Married different origin (2nd gen),4.81,1
1880,Germany,Mexico,Married mother's origin (1st gen immigrant),5.09,1
1880,Germany,Netherlands,Married 3rd+ gen American,156.93,16
1880,Germany,Netherlands,Married different origin (1st gen immigrant),19.88,2
1880,Germany,Netherlands,Married different origin (2nd gen),59.620000000000005,6
1880,Germany,Netherlands,Married father's origin (2nd gen),40.99,4
1880,Germany,Netherlands,Married mother's origin (1st gen immigrant),90.97,9
1880,Germany,Netherlands,Married mother's origin (2nd gen),75.71000000000001,8
1880,Germany,Norway,Married 3rd+ gen American,31.1,3
1880,Germany,Norway,Married father's origin (1st gen immigrant),10.0,1
1880,Germany,Norway,Married mother's origin (1st gen immigrant),9.86,1
1880,Germany,Poland,Married 3rd+ gen American,29.29,3
1880,Germany,Poland,Married different origin (1st gen immigrant),29.96,3
1880,Germany,Poland,Married father's origin (1st gen immigrant),39.7,4
1880,Germany,Poland,Married mother's origin (1st gen immigrant),124.6,13
1880,Germany,Poland,Married mother's origin (2nd gen),20.16,2
1880,Germany,Portugal,Married 3rd+ gen American,14.7,2
1880,Germany,Portugal,Married mother's origin (1st gen immigrant),19.93,2
1880,Germany,Portugal,Married mother's origin (2nd gen),9.98,1
1880,Germany,Puerto Rico,Married mother's origin (1st gen immigrant),5.18,1
1880,Germany,Russia/USSR,Married 3rd+ gen American,45.05,5
1880,Germany,Russia/USSR,Married different origin (1st gen immigrant),4.87,1
1880,Germany,Russia/USSR,Married different origin (2nd gen),14.93,2
1880,Germany,Russia/USSR,Married father's origin (1st gen immigrant),9.98,1
1880,Germany,Russia/USSR,Married mother's origin (1st gen immigrant),19.869999999999997,2
1880,Germany,Russia/USSR,Married mother's origin (2nd gen),29.91,3
1880,Germany,Scotland,Married 3rd+ gen American,365.19,37
1880,Germany,Scotland,Married different origin (1st gen immigrant),60.11,6
1880,Germany,Scotland,Married different origin (2nd gen),19.78,2
1880,Germany,Scotland,Married father's origin (1st gen immigrant),9.66,1
1880,Germany,Scotland,Married father's origin (2nd gen),10.49,1
1880,Germany,Scotland,Married mother's origin (1st gen immigrant),19.78,2
1880,Germany,Scotland,Married mother's origin (2nd gen),34.96,4
1880,Germany,Scotland,Married someone sharing both heritages (2nd gen),20.28,2
1880,Germany,South America,Married 3rd+ gen American,4.96,1
1880,Germany,South America,Married different origin (1st gen immigrant),5.02,1
1880,Germany,South America,Married different origin (2nd gen),10.04,1
1880,Germany,South America,Married mother's origin (1st gen immigrant),10.19,1
1880,Germany,Spain,Married 3rd+ gen American,4.22,1
1880,Germany,Spain,Married different origin (1st gen immigrant),9.850000000000001,2
1880,Germany,Spain,Married different origin (2nd gen),9.93,2
1880,Germany,Spain,Married father's origin (1st gen immigrant),4.98,1
1880,Germany,Spain,Married father's origin (2nd gen),4.98,1
1880,Germany,Spain,Married mother's origin (1st gen immigrant),10.08,2
1880,Germany,Spain,Married mother's origin (2nd gen),15.48,3
1880,Germany,Sweden,Married 3rd+ gen American,19.82,2
1880,Germany,Sweden,Married different origin (1st gen immigrant),30.13,3
1880,Germany,Sweden,Married different origin (2nd gen),29.84,3
1880,Germany,Sweden,Married father's origin (1st gen immigrant),29.200000000000003,3
1880,Germany,Sweden,Married mother's origin (2nd gen),9.92,1
1880,Germany,Sweden,Married someone sharing both heritages (2nd gen),19.72,2
1880,Germany,Switzerland,Married 3rd+ gen American,467.77,49
1880,Germany,Switzerland,Married different origin (1st gen immigrant),91.06,10
1880,Germany,Switzerland,Married different origin (2nd gen),80.37,8
1880,Germany,Switzerland,Married father's origin (1st gen immigrant),29.939999999999998,3
1880,Germany,Switzerland,Married father's origin (2nd gen),50.69,5
1880,Germany,Switzerland,Married mother's origin (1st gen immigrant),350.44,35
1880,Germany,Switzerland,Married mother's origin (2nd gen),409.07,41
1880,Germany,Switzerland,Married someone sharing both heritages (2nd gen),80.8,8
1880,Germany,US-born,Married 3rd+ gen American,10031.98,1028
1880,Germany,US-born,Married different origin (1st gen immigrant),907.83,92
1880,Germany,US-born,Married different origin (2nd gen),1588.91,164
1880,Germany,US-born,Married mother's origin (1st gen immigrant),1323.87,135
1880,Germany,US-born,Married mother's origin (2nd gen),3308.21,345
1880,Germany,United Kingdom (unspecified),Married different origin (2nd gen),9.89,1
1880,Germany,Wales,Married 3rd+ gen American,55.41,6
1880,Germany,Wales,Married different origin (1st gen immigrant),9.96,1
1880,Germany,Wales,Married father's origin (2nd gen),10.3,1
1880,Germany,Wales,Married mother's origin (1st gen immigrant),10.04,1
1880,Germany,Wales,Married mother's origin (2nd gen),10.06,1
1880,Germany,Wales,Married someone sharing both heritages (2nd gen),20.0,2
1880,Germany,West Indies,Married 3rd+ gen American,5.03,1
1880,Germany,West Indies,Married different origin (1st gen immigrant),10.39,1
1880,Germany,West Indies,Married father's origin (2nd gen),9.89,1
1880,Gibraltar,Malta,Married different origin (2nd gen),9.95,1
1880,Gibraltar,Scotland,Married 3rd+ gen American,9.89,1
1880,Greece,England,Married different origin (1st gen immigrant),9.95,1
1880,Greece,Greece,Married different origin (2nd gen),4.98,1
1880,Greece,Scotland,Married different origin (1st gen immigrant),10.09,1
1880,Greece,US-born,Married 3rd+ gen American,14.48,2
1880,Hungary,Germany,Married 3rd+ gen American,9.92,1
1880,Hungary,Germany,Married father's origin (2nd gen),20.02,2
1880,Hungary,Hungary,Married 3rd+ gen American,39.76,5
1880,Hungary,Hungary,Married different origin (1st gen immigrant),19.759999999999998,2
1880,Hungary,Hungary,Married different origin (2nd gen),34.47,4
1880,Hungary,Hungary,Married same origin (1st gen immigrant),14.79,2
1880,Hungary,Hungary,Married same origin (2nd gen),20.04,2
1880,Hungary,US-born,Married 3rd+ gen American,9.3,1
1880,Iceland,Iceland,Married different origin (1st gen immigrant),19.34,2
1880,Iceland,US-born,Married 3rd+ gen American,10.06,1
1880,India,Africa,Married 3rd+ gen American,5.15,1
1880,India,England,Married 3rd+ gen American,5.05,1
1880,India,England,Married different origin (2nd gen),10.02,1
1880,India,India,Married 3rd+ gen American,14.82,2
1880,India,Ireland,Married father's origin (2nd gen),20.6,2
1880,India,US-born,Married 3rd+ gen American,35.92,4
1880,India,US-born,Married different origin (1st gen immigrant),19.98,2
1880,Indonesia,England,Married 3rd+ gen American,9.97,1
1880,Indonesia,Ireland,Married different origin (2nd gen),9.62,1
1880,Indonesia,US-born,Married 3rd+ gen American,20.07,2
1880,Iran,Iran,Married different origin (2nd gen),4.96,1
1880,Iran,Iran,Married same origin (1st gen immigrant),5.07,1
1880,Iran,US-born,Married 3rd+ gen American,9.92,1
1880,Ireland,Abroad/At Sea,Married 3rd+ gen American,30.04,3
1880,Ireland,Abroad/At Sea,Married different origin (1st gen immigrant),19.22,2
1880,Ireland,Abroad/At Sea,Married mother's origin (2nd gen),10.07,1
1880,Ireland,Africa,Married 3rd+ gen American,10.17,1
1880,Ireland,Austria,Married 3rd+ gen American,10.0,1
1880,Ireland,Austria,Married different origin (2nd gen),10.01,1
1880,Ireland,Austria,Married father's origin (1st gen immigrant),4.87,1
1880,Ireland,Austria,Married mother's origin (1st gen immigrant),10.74,1
1880,Ireland,Austria,Married mother's origin (2nd gen),9.56,1
1880,Ireland,Canada,Married 3rd+ gen American,568.88,59
1880,Ireland,Canada,Married different origin (1st gen immigrant),98.84,10
1880,Ireland,Canada,Married different origin (2nd gen),138.94,14
1880,Ireland,Canada,Married father's origin (1st gen immigrant),155.72,16
1880,Ireland,Canada,Married father's origin (2nd gen),69.84,7
1880,Ireland,Canada,Married mother's origin (1st gen immigrant),190.51999999999998,19
1880,Ireland,Canada,Married mother's origin (2nd gen),350.4,35
1880,Ireland,Canada,Married someone sharing both heritages (2nd gen),50.8,6
1880,Ireland,Central America,Married 3rd+ gen American,4.68,1
1880,Ireland,China,Married mother's origin (2nd gen),4.96,1
1880,Ireland,China,Married someone sharing both heritages (2nd gen),10.08,2
1880,Ireland,Cuba,Married 3rd+ gen American,10.03,2
1880,Ireland,Cuba,Married different origin (1st gen immigrant),4.98,1
1880,Ireland,Cuba,Married different origin (2nd gen),4.98,1
1880,Ireland,Denmark,Married 3rd+ gen American,30.09,3
1880,Ireland,Denmark,Married different origin (1st gen immigrant),30.299999999999997,3
1880,Ireland,Denmark,Married different origin (2nd gen),20.53,2
1880,Ireland,Denmark,Married mother's origin (1st gen immigrant),10.04,1
1880,Ireland,England,Married 3rd+ gen American,2973.2599999999998,313
1880,Ireland,England,Married different origin (1st gen immigrant),699.53,71
1880,Ireland,England,Married different origin (2nd gen),669.77,69
